f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
2116,34,4,2,3,0.3,1,99,95,86,0
2117,34,4,1,3,0.3,0.3,99,95,86,0
2118,34,4,1,4,0.3,0.3,99,95,86,0
2119,34,4,1,2,0.5,0.5,99,95,86,0
2120,34,4,2,4,0.3,0.7,99,95,86,0
2121,34,4,1,4,0.3,0.3,99,95,86,0
2122,34,4,1,5,0.2,0.2,99,95,86,0
2123,34,5,1,3,0.3,0.3,99,95,86,0
2124,34,5,1,2,0.5,0.5,99,95,86,0
2125,34,5,1,2,0.5,0.5,99,95,86,0
2126,34,5,1,3,0.3,0.3,99,95,86,0
2127,34,5,1,3,0.3,0.3,99,95,86,0
2128,34,5,1,2,0.5,0.5,99,95,86,0
2129,34,5,1,3,0.3,0.3,99,95,86,0
2130,34,5,1,3,0.3,0.3,99,95,86,0
2131,34,5,1,3,0.3,0.3,99,95,86,0
2132,34,5,4,5,0.2,0.8,99,95,86,0
2133,34,5,1,3,0.3,0.3,99,95,86,0
2134,34,5,3,5,0.2,1,99,95,86,0
2135,34,5,2,5,0.2,0.6,99,95,86,0
2136,34,5,1,2,0.5,0.5,99,95,86,0
2137,34,5,1,3,0.3,0.3,99,95,86,0
2138,34,5,1,3,0.3,0.3,99,95,86,0
2139,34,5,1,2,0.5,0.5,99,95,86,0
2140,34,5,1,2,0.5,0.5,99,95,86,0
2141,34,5,1,3,0.3,0.3,99,95,86,0
2142,34,5,1,2,0.5,0.5,99,95,86,0
2143,34,5,1,2,0.5,0.5,99,95,86,0
2144,34,5,2,4,0.2,0.8,99,95,86,0
2145,34,5,1,3,0.6,0.6,99,95,86,0
2146,34,5,1,3,0.3,0.3,99,95,86,0
2147,34,5,1,2,0.5,0.5,99,95,86,0
2148,34,5,1,2,0.5,0.5,99,95,86,0
2149,34,5,3,4,0.3,1,99,95,86,0
2150,34,6,1,3,0.4,0.4,99,95,86,0
2151,34,6,1,3,0.2,0.5,99,95,86,0
2152,34,6,4,4,0.6,1.2,99,95,86,0
2153,34,6,8,7,0.3,1.1,1,95,86,0
2154,34,6,1,3,0.3,0.3,99,95,86,0
2155,34,6,6,5,0.3,1.6,99,95,86,0
2156,34,6,4,5,0.2,1,99,95,86,0
2157,34,6,1,3,0.3,0.3,99,95,86,0
2158,34,6,1,3,0.3,0.3,99,95,86,0
2159,34,6,1,2,0.5,0.5,99,95,86,0
2160,34,6,1,4,0.3,0.3,99,95,86,0
2161,34,7,1,3,0.2,0.6,99,95,86,0
2162,34,7,1,4,0.2,0.3,99,95,86,0
2163,34,7,1,3,0.3,0.3,99,95,86,0
2164,34,7,12,12,0.4,0.7,30,29,25,0
2165,34,7,6,10,0.2,0.8,5,8,2,0
2166,14,1,1,3,0.3,0.3,99,95,86,0
2167,14,1,1,2,0.5,0.5,99,95,86,0
2168,14,1,1,2,0.5,0.5,99,95,86,0
2169,14,1,1,1,1,2.95220528,99,95,86,0
2170,14,1,1,2,0.5,0.5,99,95,86,0
2171,14,1,1,2,0.5,0.5,99,95,86,0
2172,14,1,1,2,0.5,0.5,99,95,86,0
2173,14,1,1,2,0.5,0.5,99,95,86,0
2174,14,1,1,2,0.5,0.5,99,95,86,0
2175,14,1,1,3,0.3,0.3,99,95,86,0
2176,14,1,1,3,0.3,0.3,99,95,86,0
2177,14,1,1,3,0.3,0.3,99,95,86,0
2178,14,1,1,3,0.3,0.3,99,95,86,0
2179,14,1,1,2,0.5,0.5,99,95,86,0
2180,14,1,1,2,0.5,0.5,99,95,86,0
2181,14,1,1,2,0.5,0.5,99,95,86,0
2182,14,1,1,2,0.5,0.5,99,95,86,0
2183,14,1,1,2,0.5,0.5,99,95,86,0
2184,14,1,1,2,0.5,0.5,99,95,86,0
2185,14,1,1,2,0.5,0.5,99,95,86,0
2186,14,1,1,2,0.5,0.5,99,95,86,0
2187,14,1,1,3,0.3,0.3,99,95,86,0
2188,14,1,1,4,0.3,0.3,99,95,86,0
2189,14,1,1,4,0.3,0.3,99,95,86,0
2190,14,1,1,4,0.3,0.3,99,95,86,0
2191,14,1,1,4,0.3,0.3,99,95,86,0
2192,14,1,1,2,0.5,0.5,99,95,86,0
2193,14,1,1,2,0.5,0.5,99,95,86,0
2194,14,1,1,2,0.5,0.5,99,95,86,0
2195,14,1,1,2,0.5,0.5,99,95,86,0
2196,14,2,1,3,0.3,0.3,99,95,86,0
2197,14,2,1,2,0.5,0.5,99,95,86,0
2198,14,2,1,2,0.5,0.5,99,95,86,0
2199,14,2,1,3,0.3,0.3,99,95,86,0
2200,14,2,1,3,0.3,0.3,99,95,86,0
2201,14,2,1,3,0.3,0.3,99,95,86,0
2202,14,2,1,3,0.3,0.3,99,95,86,0
2203,14,2,1,3,0.3,0.3,99,95,86,0
2204,14,2,1,3,0.3,0.3,99,95,86,0
2205,14,2,1,3,0.3,0.3,99,95,86,0
2206,14,2,1,3,0.3,0.3,99,95,86,0
2207,14,2,1,3,0.3,0.3,99,95,86,0
2208,14,2,1,3,0.3,0.3,99,95,86,0
2209,14,2,1,2,0.5,0.5,99,95,86,0
2210,14,2,1,2,0.5,0.5,99,95,86,0
2211,14,2,1,2,0.5,0.5,99,95,86,0
2212,14,2,1,2,0.5,0.5,99,95,86,0
2213,14,2,1,2,0.5,0.5,99,95,86,0
2214,14,2,1,2,0.5,0.5,99,95,86,0
2215,14,2,1,2,0.5,0.5,99,95,86,0
2216,14,2,1,4,0.3,0.3,99,95,86,0
2217,14,2,1,3,0.2,0.5,99,95,86,0
2218,14,2,1,3,0.2,0.5,99,95,86,0
2219,14,2,1,4,0.3,0.3,99,95,86,0
2220,14,2,1,4,0.2,0.3,99,95,86,0
2221,14,3,1,3,0.3,0.3,99,95,86,0
2222,14,3,1,3,0.3,0.3,99,95,86,0
2223,14,3,1,3,0.3,0.3,99,95,86,0
2224,14,3,1,2,0.5,0.5,99,95,86,0
2225,14,3,1,3,0.3,0.3,99,95,86,0
2226,14,3,1,2,0.5,0.5,99,95,86,0
2227,14,3,1,3,0.3,0.3,99,95,86,0
2228,14,3,1,3,0.3,0.3,99,95,86,0
2229,14,3,1,3,0.3,0.3,99,95,86,0
2230,14,3,1,4,0.3,0.3,99,95,86,0
2231,14,3,1,2,0.5,0.5,99,95,86,0
2232,14,3,1,3,0.3,0.3,99,95,86,0
2233,14,4,1,3,0.3,0.3,99,95,86,0
2234,14,4,1,3,0.3,0.3,99,95,86,0
2235,14,4,1,3,0.3,0.3,99,95,86,0
2236,14,4,1,2,0.5,0.5,99,95,86,0
2237,14,4,1,3,0.3,0.3,99,95,86,0
2238,14,4,1,3,0.3,0.3,99,95,86,0
2239,14,4,1,3,0.3,0.3,99,95,86,0
2240,14,4,1,3,0.3,0.3,99,95,86,0
2241,14,4,1,3,0.3,0.3,99,95,86,0
2242,14,4,1,3,0.3,0.3,99,95,86,0
2243,14,4,1,3,0.3,0.3,99,95,86,0
2244,14,4,1,3,0.3,0.3,99,95,86,0
2245,14,4,1,3,0.3,0.3,99,95,86,0
2246,14,4,1,3,0.3,0.3,99,95,86,0
2247,14,4,1,3,0.3,0.3,99,95,86,0
2248,14,4,1,3,0.3,0.3,99,95,86,0
2249,14,4,1,3,0.3,0.3,99,95,86,0
2250,14,4,1,3,0.3,0.3,99,95,86,0
2251,14,4,1,3,0.3,0.3,99,95,86,0
2252,14,4,1,3,0.3,0.3,99,95,86,0
2253,14,4,1,3,0.3,0.3,99,95,86,0
2254,14,4,1,5,0.2,0.2,99,95,86,0
2255,14,4,1,2,0.5,0.5,99,95,86,0
2256,14,5,1,2,0.5,0.5,99,95,86,0
2257,14,5,1,3,0.3,0.3,99,95,86,0
2258,14,5,1,3,0.3,0.6,99,95,86,0
2259,14,5,2,5,0.2,0.6,99,95,86,0
2260,14,5,3,5,0.4,0.7,99,95,86,0
2261,14,5,3,5,0.3,0.6,99,95,86,0
2262,14,5,6,7,0.5,0.7,0,95,86,0
2263,14,5,1,2,0.5,0.5,99,95,86,0
2264,14,5,1,2,0.5,0.5,99,95,86,0
2265,14,5,1,3,0.3,0.3,99,95,86,0
2266,14,6,1,3,0.3,0.6,99,95,86,0
2267,14,6,1,2,0.5,0.5,99,95,86,0
2268,14,6,1,2,0.5,0.5,99,95,86,0
2269,14,6,1,2,0.5,0.5,99,95,86,0
2270,14,6,1,2,0.5,0.5,99,95,86,0
2271,14,6,1,2,0.5,0.5,99,95,86,0
2272,14,6,1,2,0.5,0.5,99,95,86,0
2273,14,6,1,2,0.5,0.5,99,95,86,0
2274,14,6,1,2,0.5,0.5,99,95,86,0
2275,14,6,1,2,0.5,0.5,99,95,86,0
2276,14,6,1,3,0.3,0.3,99,95,86,0
2277,14,6,1,3,0.3,0.3,99,95,86,0
2278,14,6,1,3,0.3,0.3,99,95,86,0
2279,14,6,1,3,0.3,0.3,99,95,86,0
2280,14,6,1,3,0.3,0.3,99,95,86,0
2281,14,6,1,3,0.3,0.3,99,95,86,0
2282,14,6,1,3,0.3,0.3,99,95,86,0
2283,14,6,1,4,0.2,0.3,99,95,86,0
2284,14,6,1,5,0.3,0.4,99,95,86,0
2285,14,6,1,7,0.2,0.2,0,95,86,0
2286,14,6,1,4,0.2,0.3,99,95,86,0
2287,14,7,1,3,0.3,0.3,99,95,86,0
2288,14,7,1,3,0.3,0.3,99,95,86,0
2289,14,7,1,3,0.3,0.3,99,95,86,0
2290,14,7,1,3,0.3,0.3,99,95,86,0
2291,14,7,1,3,0.3,0.3,99,95,86,0
2292,14,7,1,3,0.3,0.3,99,95,86,0
2293,14,7,1,2,0.5,0.5,99,95,86,0
2294,14,7,1,2,0.5,0.5,99,95,86,0
2295,14,7,1,2,0.5,0.5,99,95,86,0
2296,14,7,1,2,0.5,0.5,99,95,86,0
2297,14,7,1,2,0.5,0.5,99,95,86,0
2298,14,7,1,2,0.5,0.5,99,95,86,0
2299,14,7,1,2,0.5,0.5,99,95,86,0
2300,14,7,1,2,0.5,0.5,99,95,86,0
2301,14,7,1,2,0.5,0.5,99,95,86,0
2302,14,7,1,4,0.2,0.5,99,95,86,0
2303,14,7,3,6,0.3,0.7,99,95,86,0
2304,14,7,3,6,0.3,0.6,99,95,86,0
2305,10,1,5,6,0.5,1,99,95,86,0
2306,10,1,3,5,0.3,0.6,99,95,86,0
2307,10,2,2,4,0.5,0.6,99,95,86,0
2308,10,2,2,4,0.3,0.4,99,95,86,0
2309,10,2,1,4,0.2,0.3,99,95,86,0
2310,10,2,1,3,0.3,0.3,99,95,86,0
2311,10,2,1,3,0.3,0.3,99,95,86,0
2312,10,2,1,3,0.3,0.3,99,95,86,0
2313,10,2,12,9,0.3,1,13,8,3,0
2314,10,2,1,4,0.3,0.3,99,95,86,0
2315,10,2,1,2,0.5,0.5,99,95,86,0
2316,10,2,1,3,0.3,0.3,99,95,86,0
2317,10,2,5,6,0.6,0.8,99,95,86,0
2318,10,2,2,4,0.2,0.6,99,95,86,0
2319,10,2,2,4,0.3,0.5,99,95,86,0
2320,10,3,10,7,0.5,1.1,1,95,86,0
2321,10,3,12,8,0.5,1.5,8,1,86,0
2322,10,3,1,3,0.3,0.3,99,95,86,0
2323,10,3,2,4,0.3,0.6,99,95,86,0
2324,10,3,1,4,0.3,0.3,99,95,86,0
2325,10,3,1,4,0.3,0.3,99,95,86,0
2326,10,3,1,3,0.3,0.3,99,95,86,0
2327,10,3,1,4,0.3,0.3,99,95,86,0
2328,10,3,1,2,0.5,0.5,99,95,86,0
2329,10,3,1,2,0.5,0.5,99,95,86,0
2330,10,3,1,3,0.3,0.3,99,95,86,0
2331,10,3,1,4,0.3,0.3,99,95,86,0
2332,10,3,6,7,0.2,0.5,4,95,86,0
2333,10,3,6,7,0.3,0.6,0,95,86,0
2334,10,4,1,3,0.3,0.3,99,95,86,0
2335,10,4,1,3,0.3,0.3,99,95,86,0
2336,10,4,1,3,0.3,0.3,99,95,86,0
2337,10,5,3,5,0.3,1,99,95,86,0
2338,10,5,1,3,0.3,0.3,99,95,86,0
2339,10,5,1,5,0.2,0.3,99,95,86,0
2340,10,5,2,5,0.2,0.5,99,95,86,0
2341,10,5,1,5,0.2,0.3,99,95,86,0
2342,10,6,2,6,0.2,0.3,99,95,86,0
2343,10,6,1,6,0.2,0.2,99,95,86,0
2344,10,6,1,2,0.5,0.5,99,95,86,0
2345,10,6,1,4,0.2,0.3,99,95,86,0
2346,10,6,25,12,0.2,0.3,58,48,39,0
2347,10,6,2,4,0.3,0.6,99,95,86,0
2348,10,6,73,16,0.6,1.2,63,63,76,0
2349,19,1,15,6,0.8,2.2,99,95,86,0
2350,19,2,2,5,0.2,0.3,99,95,86,0
2351,19,2,1,4,0.3,0.3,99,95,86,0
2352,19,2,1,4,0.3,0.3,99,95,86,0
2353,19,2,3,6,0.5,0.6,99,95,86,0
2354,19,2,1,6,0.2,0.3,99,95,86,0
2355,19,2,1,7,0.2,0.2,0,95,86,0
2356,19,2,1,4,0.3,0.3,99,95,86,0
2357,19,2,2,7,0.2,0.3,0,95,86,0
2358,19,3,5,7,0.2,0.4,4,95,86,0
2359,19,3,1,4,0.3,0.3,99,95,86,0
2360,19,3,1,5,0.2,0.3,99,95,86,0
2361,19,3,1,4,0.3,0.3,99,95,86,0
2362,19,4,105,22,1.5,3.6,85,65,51,0
2363,19,5,1,3,0.3,0.3,99,95,86,0
2364,19,5,1,5,0.2,0.3,99,95,86,0
2365,19,5,1,3,0.3,0.3,99,95,86,0
2366,19,5,3,6,0.3,0.6,99,95,86,0
2367,19,5,1,4,0.3,0.3,99,95,86,0
2368,19,5,1,3,0.3,0.3,99,95,86,0
2369,19,5,2,7,0.3,0.6,0,95,86,0
2370,19,6,67,16,1.2,3.8,66,34,24,0
2371,19,7,104,18,1.6,4.3,67,63,61,0
2372,19,8,2,3,0.6,1.1,99,95,86,0
2373,19,8,3,4,0.5,1.1,99,95,86,0
2374,19,8,28,14,0.8,3.4,32,10,0,0
2375,19,8,12,6,0.3,1.6,99,95,86,0
2376,47,1,15,9,0.3,2.8,13,2,0,0
2377,47,2,1,3,0.3,0.3,99,95,86,0
2378,47,2,1,4,0.3,0.3,99,95,86,0
2379,47,2,7,6,0.7,1.8,99,95,86,0
2380,47,2,9,9,0.3,1.2,4,5,0,0
2381,47,3,1,3,0.3,0.3,99,95,86,0
2382,47,3,1,3,0.3,0.3,99,95,86,0
2383,47,3,1,3,0.3,0.3,99,95,86,0
2384,47,3,1,3,0.3,0.3,99,95,86,0
2385,47,3,1,4,0.3,0.3,99,95,86,0
2386,47,3,1,3,0.3,0.3,99,95,86,0
2387,47,3,1,3,0.3,0.3,99,95,86,0
2388,47,3,1,3,0.3,0.5,99,95,86,0
2389,47,3,5,5,0.2,1.2,99,95,86,0
2390,47,3,1,3,0.3,0.3,99,95,86,0
2391,47,3,1,3,0.3,0.6,99,95,86,0
2392,47,3,3,5,0.6,1.1,99,95,86,0
2393,35,1,82,17,1.5,1.6,84,64,68,0
2394,35,1,121,20,0.5,2.6,93,17,18,0
2395,35,2,1,3,0.3,0.3,99,95,86,0
2396,35,2,1,3,0.3,0.3,99,95,86,0
2397,35,2,1,3,0.3,0.3,99,95,86,0
2398,35,2,1,3,0.3,0.3,99,95,86,0
2399,35,2,1,3,0.3,0.3,99,95,86,0
2400,35,2,1,3,0.3,0.3,99,95,86,0
2401,35,2,1,2,0.5,0.5,99,95,86,0
2402,35,2,1,2,0.5,0.5,99,95,86,0
2403,35,2,1,2,0.5,0.5,99,95,86,0
2404,35,2,1,4,0.3,0.3,99,95,86,0
2405,35,3,1,3,0.3,0.3,99,95,86,0
2406,35,3,1,3,0.3,0.3,99,95,86,0
2407,35,3,1,3,0.3,0.3,99,95,86,0
2408,35,3,1,3,0.3,0.3,99,95,86,0
2409,35,3,1,3,0.3,0.3,99,95,86,0
2410,35,3,1,3,0.3,0.3,99,95,86,0
2411,35,3,1,3,0.3,0.3,99,95,86,0
2412,35,3,1,3,0.3,0.3,99,95,86,0
2413,35,3,1,3,0.3,0.3,99,95,86,0
2414,35,3,1,3,0.3,0.3,99,95,86,0
2415,35,3,1,3,0.3,0.3,99,95,86,0
2416,35,3,1,3,0.3,0.3,99,95,86,0
2417,35,3,1,4,0.3,0.3,99,95,86,0
2418,35,3,1,3,0.3,0.3,99,95,86,0
2419,35,3,1,2,0.5,0.5,99,95,86,0
2420,35,3,1,2,0.5,0.5,99,95,86,0
2421,35,3,1,2,0.5,0.5,99,95,86,0
2422,35,3,1,2,0.5,0.5,99,95,86,0
2423,35,3,1,4,0.3,0.3,99,95,86,0
2424,35,3,1,4,0.3,0.3,99,95,86,0
2425,35,4,75,16,0.3,1.4,90,75,77,0
2426,35,5,1,2,0.5,0.5,99,95,86,0
2427,35,5,1,2,0.5,0.5,99,95,86,0
2428,35,5,1,3,0.3,0.3,99,95,86,0
2429,35,5,1,3,0.3,0.3,99,95,86,0
2430,35,5,1,3,0.3,0.3,99,95,86,0
2431,35,5,1,3,0.3,0.3,99,95,86,0
2432,35,5,1,3,0.3,0.3,99,95,86,0
2433,35,5,1,5,0.2,0.3,99,95,86,0
2434,35,6,1,3,0.3,0.3,99,95,86,0
2435,35,6,1,3,0.2,0.5,99,95,86,0
2436,35,6,1,4,0.2,0.5,99,95,86,0
2437,35,6,2,6,0.2,0.5,99,95,86,0
2438,35,6,2,6,0.2,0.6,99,95,86,0
2439,35,6,2,7,0.2,0.4,0,95,86,0
2440,35,6,2,5,0.2,0.5,99,95,86,0
2441,35,6,1,3,0.3,0.3,99,95,86,0
2442,35,6,1,3,0.3,0.3,99,95,86,0
2443,35,6,1,3,0.3,0.3,99,95,86,0
2444,35,6,1,3,0.3,0.3,99,95,86,0
2445,35,6,1,3,0.3,0.3,99,95,86,0
2446,35,6,1,3,0.3,0.3,99,95,86,0
2447,35,6,3,9,0.2,0.4,1,3,1,0
2448,35,6,2,7,0.2,0.3,0,95,86,0
2449,35,7,126,20,1.6,3.7,95,89,75,0
2450,35,8,1,4,0.2,0.5,99,95,86,0
2451,35,8,2,4,0.3,0.6,99,95,86,0
2452,35,8,1,4,0.2,0.3,99,95,86,0
2453,35,8,3,6,0.2,0.5,99,95,86,0
2454,35,8,53,16,0.8,1.3,50,48,51,0
2455,35,9,49,15,0.3,2.7,40,59,63,0
2456,35,9,84,18,0.8,2.3,88,83,66,0
2457,30,1,1,2,0.5,0.5,99,95,86,1
2458,30,1,1,2,0.5,0.5,99,95,86,1
2459,30,1,1,2,0.5,0.5,99,95,86,1
2460,30,1,1,2,0.5,0.5,99,95,86,1
2461,30,1,1,2,0.5,0.5,99,95,86,1
2462,30,1,1,2,0.5,0.5,99,95,86,1
2463,30,1,1,2,0.5,0.5,99,95,86,1
2464,30,1,1,1,1,6.409705053,99,95,86,1
2465,30,1,1,2,0.5,0.5,99,95,86,1
2466,30,1,1,2,0.5,0.5,99,95,86,1
2467,30,2,1,3,0.3,0.3,99,95,86,1
2468,30,2,1,2,0.5,0.5,99,95,86,1
2469,30,2,1,2,0.5,0.5,99,95,86,1
2470,30,2,1,2,0.5,0.5,99,95,86,1
2471,30,3,1,3,0.4,0.7,99,95,86,1
2472,30,3,1,4,0.2,0.6,99,95,86,1
2473,30,3,1,4,0.2,0.4,99,95,86,1
2474,30,3,1,4,0.2,0.4,99,95,86,1
2475,30,4,2,3,0.2,0.8,99,95,86,1
2476,30,4,1,2,0.5,0.5,99,95,86,1
2477,30,4,1,3,0.2,0.6,99,95,86,1
2478,30,4,1,2,0.5,0.5,99,95,86,1
2479,30,4,1,3,0.3,0.3,99,95,86,1
2480,30,4,1,3,0.2,0.6,99,95,86,1
2481,30,4,1,2,0.5,0.5,99,95,86,1
2482,30,4,1,2,0.5,0.5,99,95,86,1
2483,50,1,84,18,0.6,1.1,57,76,79,1
2484,50,2,31,8,0.5,2.7,33,3,86,1
2485,50,2,64,12,0.9,4.2,64,65,64,1
2486,50,3,52,15,0.3,0.8,50,62,61,1
2487,50,4,1,2,0.5,0.5,99,95,86,1
2488,50,4,1,2,0.5,0.5,99,95,86,1
2489,50,4,1,3,0.3,0.3,99,95,86,1
2490,50,4,1,4,0.3,0.5,99,95,86,1
2491,50,4,1,2,0.5,0.5,99,95,86,1
2492,50,4,1,4,0.3,0.3,99,95,86,1
2493,50,4,1,4,0.3,0.3,99,95,86,1
2494,50,4,1,4,0.3,0.3,99,95,86,1
2495,50,4,1,4,0.3,0.3,99,95,86,1
2496,50,4,1,4,0.3,0.3,99,95,86,1
2497,50,4,1,2,0.5,0.5,99,95,86,1
2498,50,4,1,1,1,3.823073063,99,95,86,1
2499,50,4,1,2,0.5,0.5,99,95,86,1
2500,50,4,1,1,1,4.71984939,99,95,86,1
2501,50,4,1,4,0.3,0.3,99,95,86,1
2502,50,4,1,3,0.3,0.3,99,95,86,1
2503,50,4,1,3,0.3,0.3,99,95,86,1
2504,50,4,1,3,0.3,0.3,99,95,86,1
2505,50,4,1,3,0.3,0.3,99,95,86,1
2506,50,4,1,3,0.3,0.3,99,95,86,1
2507,50,4,1,1,1,9.77925783,99,95,86,1
2508,50,4,1,4,0.2,0.4,99,95,86,1
2509,50,4,1,3,0.3,0.3,99,95,86,1
2510,50,4,1,4,0.3,0.3,99,95,86,1
2511,50,4,1,5,0.2,0.2,99,95,86,1
2512,50,5,1,3,0.3,0.3,99,95,86,1
2513,50,5,1,4,0.2,0.4,99,95,86,1
2514,50,5,1,3,0.3,0.3,99,95,86,1
2515,50,5,1,4,0.3,0.3,99,95,86,1
2516,50,5,1,4,0.2,0.4,99,95,86,1
2517,50,5,1,2,0.5,0.5,99,95,86,1
2518,50,5,1,2,0.5,0.5,99,95,86,1
2519,50,5,1,2,0.5,0.5,99,95,86,1
2520,50,5,1,1,1,12.24828097,99,95,86,1
2521,50,5,1,4,0.3,0.3,99,95,86,1
2522,50,5,1,1,1,5.954953748,99,95,86,1
2523,50,5,1,3,0.3,0.3,99,95,86,1
2524,50,5,1,2,0.5,0.5,99,95,86,1
2525,50,5,1,3,0.3,0.3,99,95,86,1
2526,50,5,1,3,0.3,0.3,99,95,86,1
2527,50,5,1,4,0.3,0.3,99,95,86,1
2528,50,6,1,2,0.5,0.5,99,95,86,1
2529,50,6,1,2,0.5,0.5,99,95,86,1
2530,50,6,5,8,0.2,0.6,3,2,86,1
2531,50,7,1,2,0.5,0.5,99,95,86,1
2532,50,7,1,3,0.3,0.3,99,95,86,1
2533,50,7,1,3,0.3,0.3,99,95,86,1
2534,50,7,1,4,0.2,0.4,99,95,86,1
2535,50,7,1,3,0.3,0.3,99,95,86,1
2536,50,7,1,3,0.3,0.3,99,95,86,1
2537,50,7,1,2,0.5,0.5,99,95,86,1
2538,50,7,1,1,1,4.884828679,99,95,86,1
2539,50,7,1,3,0.3,0.3,99,95,86,1
2540,50,7,1,2,0.5,0.5,99,95,86,1
2541,50,7,1,4,0.3,0.3,99,95,86,1
2542,50,8,1,2,0.5,0.5,99,95,86,1
2543,50,8,1,4,0.2,0.5,99,95,86,1
2544,50,8,1,3,0.3,0.3,99,95,86,1
2545,50,8,1,2,0.5,0.5,99,95,86,1
2546,50,8,1,4,0.5,0.3,99,95,86,1
2547,50,8,2,6,0.2,0.5,99,95,86,1
2548,50,8,1,2,0.5,0.5,99,95,86,1
2549,50,8,1,3,0.3,0.3,99,95,86,1
2550,50,8,1,3,0.3,0.3,99,95,86,1
2551,50,8,1,3,0.3,0.3,99,95,86,1
2552,50,8,1,4,0.3,0.3,99,95,86,1
2553,50,8,2,7,0.2,0.3,0,95,86,1
2554,50,8,8,10,0.4,0.5,11,8,1,1
2555,50,8,38,15,0.3,0.5,34,35,52,1
2556,50,8,113,20,0.5,1.4,77,82,81,1
2557,54,1,2,4,0.5,0.6,99,95,86,1
2558,54,1,1,4,0.3,0.3,99,95,86,1
2559,54,1,1,3,0.3,0.3,99,95,86,1
2560,54,1,4,6,0.2,0.4,99,95,86,1
2561,54,2,14,8,0.3,1.6,15,2,86,1
2562,54,2,13,8,0.3,1.2,28,7,86,1
2563,54,2,1,3,0.3,0.3,99,95,86,1
2564,54,2,2,5,0.2,0.6,99,95,86,1
2565,54,2,1,2,0.5,0.5,99,95,86,1
2566,54,2,1,2,0.5,0.5,99,95,86,1
2567,54,2,1,3,0.3,0.3,99,95,86,1
2568,54,2,1,4,0.3,0.3,99,95,86,1
2569,54,3,1,5,0.2,0.2,99,95,86,1
2570,54,3,1,2,0.5,0.5,99,95,86,1
2571,54,3,1,2,0.5,0.5,99,95,86,1
2572,54,3,1,3,0.3,0.3,99,95,86,1
2573,54,3,1,2,0.5,0.5,99,95,86,1
2574,54,4,2,4,0.2,0.8,99,95,86,1
2575,54,4,2,3,0.3,0.8,99,95,86,1
2576,54,5,11,6,0.3,2.2,99,95,86,1
2577,54,5,7,6,0.3,1.2,99,95,86,1
2578,54,5,1,3,0.3,0.3,99,95,86,1
2579,54,5,3,4,0.6,1,99,95,86,1
2580,54,5,3,6,0.4,0.8,99,95,86,1
2581,54,6,2,4,0.5,0.7,99,95,86,1
2582,54,6,2,4,0.2,0.7,99,95,86,1
2583,54,6,5,6,0.3,0.8,99,95,86,1
2584,54,6,1,3,0.2,0.4,99,95,86,1
2585,54,6,4,5,0.2,0.8,99,95,86,1
2586,54,6,6,6,0.3,1,99,95,86,1
2587,54,6,4,5,0.3,1,99,95,86,1
2588,54,6,2,4,0.2,0.6,99,95,86,1
2589,54,6,23,11,0.6,1,39,33,27,1
2590,20,1,29,9,0.2,1.1,62,36,13,1
2591,20,2,31,8,1,1.9,30,7,86,1
2592,20,3,27,8,0.5,1.6,30,7,86,1
2593,20,3,37,10,0.6,2.3,44,28,7,1
2594,20,3,20,7,0.4,1.5,3,95,86,1
2595,20,3,1,3,0.3,0.5,99,95,86,1
2596,20,3,78,16,1.2,5,76,78,73,1
2597,20,3,9,6,0.7,1.6,99,95,86,1
2598,20,3,89,16,0.7,2.5,88,78,68,1
2599,21,1,82,16,0.6,1.3,97,18,19,1
2600,21,2,1,4,0.3,0.3,99,95,86,1
2601,21,2,1,4,0.3,0.3,99,95,86,1
2602,21,2,1,4,0.3,0.3,99,95,86,1
2603,21,2,1,5,0.2,0.2,99,95,86,1
2604,21,2,1,4,0.3,0.3,99,95,86,1
2605,21,2,1,6,0.2,0.2,99,95,86,1
2606,21,2,1,3,0.3,0.3,99,95,86,1
2607,21,2,1,3,0.3,0.3,99,95,86,1
2608,21,2,1,4,0.3,0.3,99,95,86,1
2609,21,2,1,4,0.3,0.3,99,95,86,1
2610,21,3,90,18,0.4,1.1,47,92,20,1
2611,21,4,1,4,0.3,0.3,99,95,86,1
2612,21,4,4,12,0.2,0.2,0,3,8,1
2613,21,4,4,10,0.2,0.2,3,5,9,1
2614,21,4,1,3,0.3,0.3,99,95,86,1
2615,21,4,1,5,0.2,0.2,99,95,86,1
2616,21,4,34,19,0.2,0.2,4,31,55,1
2617,21,5,1,2,0.5,0.5,99,95,86,1
2618,21,5,1,2,0.5,0.5,99,95,86,1
2619,21,5,1,3,0.3,0.3,99,95,86,1
2620,21,5,1,3,0.3,0.3,99,95,86,1
2621,21,5,1,2,0.5,0.5,99,95,86,1
2622,21,5,1,2,0.5,0.5,99,95,86,1
2623,21,5,1,2,0.5,0.5,99,95,86,1
2624,21,5,1,2,0.5,0.5,99,95,86,1
2625,21,5,1,3,0.3,0.3,99,95,86,1
2626,21,5,1,5,0.2,0.2,99,95,86,1
2627,21,6,172,22,3.2,9.2,82,65,65,1
2628,21,7,4,12,0.2,0.4,5,7,1,1
2629,21,7,1,6,0.2,0.2,99,95,86,1
2630,21,7,2,7,0.2,0.2,0,95,86,1
2631,21,7,2,9,0.2,0.2,0,2,0,1
2632,21,7,4,9,0.2,0.2,6,9,2,1
2633,21,8,1,5,0.2,0.2,99,95,86,1
